order_date,storekey,productkey,currency_code,total_quantity,order_count,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,unit_cost_flagged,unit_price_flagged,price_mismatch_flagged,country,state,square_meters,open_date,square_meters_flagged,open_date_flagged,rate_date,currency,exchange,revenue_usd,cost_usd,margin_usd
2017-02-03,20,1126,EUR,3,1,Fabrikam SLR Camera M148 Gold,Fabrikam,Gold,152.68,332.0,402,Digital SLR Cameras,4,Cameras and camcorders,False,False,False,Germany,Brandenburg,1715.0,2012-12-15,False,False,2017-02-03,EUR,0.931,927.2760000000001,426.43524,500.84076000000005
2017-02-03,20,1207,EUR,6,1,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Fabrikam,Grey,503.61,1520.0,405,Camcorders,4,Cameras and camcorders,False,False,False,Germany,Brandenburg,1715.0,2012-12-15,False,False,2017-02-03,EUR,0.931,8490.720000000001,2813.16546,5677.554540000001
2017-02-03,20,2045,EUR,3,1,Litware Microwave 1.6CuFt M125 Black,Litware,Black,82.77,179.99,803,Microwaves,8,Home Appliances,False,False,False,Germany,Brandenburg,1715.0,2012-12-15,False,False,2017-02-03,EUR,0.931,502.71207000000004,231.17661,271.53546000000006
2017-02-03,48,1264,USD,4,1,Contoso Rechargeable Battery Pack E310 Black,Contoso,Black,35.68,69.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2017-02-03,USD,1.0,279.96,142.72,137.23999999999998
2017-02-03,48,1727,USD,3,1,MGS Rise of Nations: Gold Edition M300,Tailspin Toys,Pink,25.75,56.0,702,Download Games,7,Games and Toys,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2017-02-03,USD,1.0,168.0,77.25,90.75
2017-02-03,48,2102,USD,5,1,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,363.75,791.0,804,Water Heaters,8,Home Appliances,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2017-02-03,USD,1.0,3955.0,1818.75,2136.25
2017-02-03,48,2131,USD,4,1,Contoso Coffee Maker Auto 5C E0900 White,Contoso,White,83.1,163.0,805,Coffee Machines,8,Home Appliances,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2017-02-03,USD,1.0,652.0,332.4,319.6
2017-02-03,66,1666,USD,2,1,MGS Hand Games for Office worker L299 Yellow,Tailspin Toys,Yellow,5.6,16.89,701,Boxed Games,7,Games and Toys,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-03,USD,1.0,33.78,11.2,22.580000000000002
2017-02-03,66,1896,USD,1,1,Contoso Washer & Dryer 15.5in E155 Pink,Contoso,Pink,509.32,999.0,801,Washers & Dryers,8,Home Appliances,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-03,USD,1.0,999.0,509.32,489.68
2017-02-03,66,1998,USD,7,1,Fabrikam Microwave 1.0CuFt E1100 Grey,Fabrikam,Grey,71.37,139.99,803,Microwaves,8,Home Appliances,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-03,USD,1.0,979.9300000000001,499.59000000000003,480.34000000000003
2017-02-04,0,445,CAD,1,1,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559.0,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-04,CAD,1.3056,729.8304,335.61753600000003,394.212864
2017-02-04,0,1322,USD,6,1,Contoso Private Branch Exchange M88 Black,Contoso,Black,15.17,32.99,501,Home & Office Phones,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-04,USD,1.0,197.94,91.02,106.92
2017-02-04,0,1696,CAD,1,1,SV Hand Games for Office worker L28 Black,Southridge Video,Black,5.63,16.99,701,Boxed Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-04,CAD,1.3056,22.182144,7.350528000000001,14.831616
2017-02-04,0,2008,USD,1,1,Fabrikam Microwave 2.2CuFt M1250 Black,Fabrikam,Black,91.97,199.99,803,Microwaves,8,Home Appliances,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-04,USD,1.0,199.99,91.97,108.02000000000001
2017-02-04,0,2511,EUR,3,1,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.07,4.06,505,Cell phones Accessories,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-04,EUR,0.931,11.33958,5.781509999999999,5.558070000000001
2017-02-04,5,789,AUD,3,1,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Contoso,White,15.24,29.9,308,Computers Accessories,3,Computers,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-04,AUD,1.3087,117.39038999999998,59.833763999999995,57.55662599999999
2017-02-04,5,1511,AUD,3,1,The Phone Company Microsoft Windows Mobile M200 Gold,The Phone Company,Gold,105.31,229.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-04,AUD,1.3087,899.0769,413.457591,485.61930900000004
2017-02-04,5,1636,AUD,10,1,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-04,AUD,1.3087,165.68142,76.16634,89.51508
2017-02-04,5,1757,AUD,1,1,MGS MechCommander 2 E123,Tailspin Toys,Black,28.5,55.9,702,Download Games,7,Games and Toys,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-04,AUD,1.3087,73.15633,37.29795,35.85838
2017-02-04,20,1710,EUR,2,1,MGS Age of Empires III: The Asian Dynasties M180,Tailspin Toys,Silver,32.25,70.13,702,Download Games,7,Games and Toys,False,False,False,Germany,Brandenburg,1715.0,2012-12-15,False,False,2017-02-04,EUR,0.931,130.58206,60.0495,70.53256000000002
2017-02-04,27,1997,EUR,1,1,Fabrikam Microwave 1.6CuFt M1250 Grey,Fabrikam,Grey,82.77,179.99,803,Microwaves,8,Home Appliances,False,False,False,Germany,Sachsen-Anhalt,2000.0,2008-08-08,False,False,2017-02-04,EUR,0.931,167.57069,77.05887,90.51182000000001
2017-02-04,27,2057,EUR,1,1,Contoso Microwave 1.6CuFt M0125 White,Contoso,White,82.77,179.99,803,Microwaves,8,Home Appliances,False,False,False,Germany,Sachsen-Anhalt,2000.0,2008-08-08,False,False,2017-02-04,EUR,0.931,167.57069,77.05887,90.51182000000001
2017-02-04,37,1210,GBP,5,1,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Fabrikam,Grey,395.48,860.0,405,Camcorders,4,Cameras and camcorders,False,False,False,United Kingdom,Ayrshire,2100.0,2005-03-04,False,False,2017-02-04,GBP,0.8008,3443.4399999999996,1583.50192,1859.9380799999997
2017-02-04,38,97,GBP,1,1,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,34.36,67.4,106,Bluetooth Headphones,1,Audio,False,False,False,United Kingdom,Belfast,1800.0,2015-04-04,False,False,2017-02-04,GBP,0.8008,53.97392,27.515487999999998,26.458432000000002
2017-02-04,38,1629,GBP,1,1,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,Black,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Belfast,1800.0,2015-04-04,False,False,2017-02-04,GBP,0.8008,7.999992,4.076072,3.92392
2017-02-04,40,22,GBP,2,1,Contoso 8GB MP3 Player new model M820 Yellow,Contoso,Yellow,61.62,134.0,101,MP4&MP3,1,Audio,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,214.6144,98.690592,115.923808
2017-02-04,40,450,GBP,1,1,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,735.9352,243.827584,492.107616
2017-02-04,40,972,GBP,6,1,A. Datum Compact Digital Camera M200 Pink,A. Datum,Pink,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,619.8191999999999,285.020736,334.7984639999999
2017-02-04,40,1646,GBP,6,1,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,768.719952,353.489136,415.23081600000006
2017-02-04,40,2012,GBP,1,1,Fabrikam Microwave 0.8CuFt E0800 Black,Fabrikam,Black,48.43,94.99,803,Microwaves,8,Home Appliances,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,76.06799199999999,38.782744,37.28524799999999
2017-02-04,40,2088,GBP,4,1,Contoso Water Heater 2.6GPM E0900 White,Contoso,White,258.99,508.0,804,Water Heaters,8,Home Appliances,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,1627.2256,829.596768,797.628832
2017-02-04,40,2512,GBP,1,1,Contoso Bluetooth Active Headphones L15 Black,Contoso,Black,43.07,129.99,505,Cell phones Accessories,5,Cell phones,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2017-02-04,GBP,0.8008,104.095992,34.490456,69.605536
2017-02-04,43,675,USD,3,1,Proseware Laser Jet All in one X300 Grey,Proseware,Grey,72.56,219.0,306,"Printers, Scanners & Fax",3,Computers,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-04,USD,1.0,657.0,217.68,439.32
2017-02-04,43,1617,USD,10,1,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-04,USD,1.0,579.9,266.70000000000005,313.19999999999993
2017-02-04,43,1640,USD,1,1,Contoso DVD 60 DVD Storage Binder L20 Red,Contoso,Red,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-04,USD,1.0,22.89,7.58,15.31
2017-02-04,43,1651,USD,7,1,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-04,USD,1.0,1119.93,514.99,604.94
2017-02-04,50,84,USD,4,1,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99,106,Bluetooth Headphones,1,Audio,False,False,False,United States,Kansas,2000.0,2008-03-06,False,False,2017-02-04,USD,1.0,399.96,183.92,216.04
2017-02-04,50,1495,USD,2,1,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,White,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Kansas,2000.0,2008-03-06,False,False,2017-02-04,USD,1.0,460.0,211.54,248.46
2017-02-04,53,1799,USD,8,1,MGS RalliSport Challenge2009 E155,Tailspin Toys,Silver,13.26,26.0,702,Download Games,7,Games and Toys,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-04,USD,1.0,208.0,106.08,101.92
2017-02-04,53,2510,USD,2,1,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,White,2.07,4.06,505,Cell phones Accessories,5,Cell phones,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-04,USD,1.0,8.12,4.14,3.9799999999999995
2017-02-04,57,423,USD,2,1,Adventure Works Desktop PC2.30 MD230 Black,Adventure Works,Black,275.46,599.0,303,Desktops,3,Computers,False,False,False,United States,New Mexico,1645.0,2010-06-03,False,False,2017-02-04,USD,1.0,1198.0,550.92,647.08
2017-02-04,57,1664,USD,1,1,MGS Hand Games women M400 Yellow,Tailspin Toys,Yellow,4.13,8.99,701,Boxed Games,7,Games and Toys,False,False,False,United States,New Mexico,1645.0,2010-06-03,False,False,2017-02-04,USD,1.0,8.99,4.13,4.86
2017-02-04,66,176,USD,2,1,SV 16xDVD M360 Black,Southridge Video,Black,58.36,126.9,202,VCD & DVD,2,TV and Video,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-04,USD,1.0,253.8,116.72,137.08
2017-02-04,66,184,USD,3,1,SV 16xDVD E340 Silver,Southridge Video,Silver,45.53,99.0,202,VCD & DVD,2,TV and Video,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-04,USD,1.0,297.0,136.59,160.41
2017-02-04,66,576,USD,2,1,Contoso Projector 1080p X981 Black,Contoso,Black,827.97,2499.0,305,Projectors & Screens,3,Computers,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-04,USD,1.0,4998.0,1655.94,3342.06
2017-02-04,66,1491,USD,2,1,The Phone Company Microsoft Windows Mobile M200 White,The Phone Company,White,105.31,229.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2017-02-04,USD,1.0,458.0,210.62,247.38
2017-02-05,24,201,EUR,4,1,Litware Home Theater System 5.1 Channel M512 Black,Litware,Black,321.44,699.0,203,Home Theater System,2,TV and Video,False,False,False,Germany,Hessen,1855.0,2012-12-15,False,False,2017-02-05,EUR,0.931,2603.076,1197.04256,1406.03344
2017-02-05,24,1704,EUR,4,1,SV Hand Games for students E40 Silver,Southridge Video,Silver,3.56,6.99,701,Boxed Games,7,Games and Toys,False,False,False,Germany,Hessen,1855.0,2012-12-15,False,False,2017-02-05,EUR,0.931,26.03076,13.25744,12.77332
2017-02-06,19,2181,EUR,2,1,Fabrikam Coffee Maker 4C E080 White,Fabrikam,White,66.23,129.9,805,Coffee Machines,8,Home Appliances,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2017-02-06,EUR,0.9335,242.5233,123.65141000000001,118.87189
2017-02-06,28,151,EUR,1,1,"Adventure Works 40"" LCD HDTV M690 White",Adventure Works,White,392.6,1184.97,201,Televisions,2,TV and Video,False,False,False,Italy,Caltanissetta,1200.0,2012-12-15,False,False,2017-02-06,EUR,0.9335,1106.169495,366.4921,739.6773950000002
2017-02-06,28,336,EUR,3,1,SV Car Video LCD7W M7082 Brown,Southridge Video,Brown,321.44,699.0,205,Car Video,2,TV and Video,False,False,False,Italy,Caltanissetta,1200.0,2012-12-15,False,False,2017-02-06,EUR,0.9335,1957.5495,900.1927199999999,1057.35678
2017-02-06,38,1573,GBP,1,1,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Belfast,1800.0,2015-04-04,False,False,2017-02-06,GBP,0.8024,47.333576,21.769112,25.564464
2017-02-06,43,1622,USD,2,1,Contoso DVD Recorder L200 Black,Contoso,Black,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-06,USD,1.0,438.0,145.12,292.88
2017-02-06,43,2121,USD,1,1,Contoso Coffee Maker 4C E0800 Black,Contoso,Black,66.23,129.9,805,Coffee Machines,8,Home Appliances,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2017-02-06,USD,1.0,129.9,66.23,63.67
2017-02-06,45,178,USD,6,1,SV 8xDVD E140 Black,Southridge Video,Black,33.65,66.0,202,VCD & DVD,2,TV and Video,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,396.0,201.89999999999998,194.10000000000002
2017-02-06,45,448,USD,4,1,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Black,137.6,269.9,303,Desktops,3,Computers,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,1079.6,550.4,529.1999999999999
2017-02-06,45,1530,USD,6,1,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Black,122.32,266.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,1596.0,733.92,862.08
2017-02-06,45,1641,USD,3,1,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Red,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,37.980000000000004,17.46,20.520000000000003
2017-02-06,45,2459,USD,4,1,Litware 180 CFM Vertical Discharge Fan X450 Red,Litware,Red,71.44,215.62,808,Fans,8,Home Appliances,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,862.48,285.76,576.72
2017-02-06,45,2489,USD,2,1,Contoso Rubberized Skin BlackBerry E100 Silver,Contoso,Silver,7.64,14.99,505,Cell phones Accessories,5,Cell phones,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2017-02-06,USD,1.0,29.98,15.28,14.700000000000001
2017-02-06,59,1150,USD,10,1,Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black,Fabrikam,Black,209.54,411.0,405,Camcorders,4,Cameras and camcorders,False,False,False,United States,Oregon,2000.0,2012-08-08,False,False,2017-02-06,USD,1.0,4110.0,2095.4,2014.6
2017-02-06,59,1689,USD,3,1,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Yellow,2.54,4.98,701,Boxed Games,7,Games and Toys,False,False,False,United States,Oregon,2000.0,2012-08-08,False,False,2017-02-06,USD,1.0,14.940000000000001,7.62,7.320000000000001
2017-02-07,0,83,USD,3,1,NT Wireless Bluetooth Stereo Headphones M402 Silver,Northwind Traders,Silver,45.98,99.99,106,Bluetooth Headphones,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-07,USD,1.0,299.96999999999997,137.94,162.02999999999997
2017-02-07,0,435,USD,2,1,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-07,USD,1.0,539.9,275.26,264.64
2017-02-07,0,1436,GBP,2,1,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,Grey,118.65,258.0,503,Touch Screen Phones,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-07,GBP,0.8087,417.2892,191.90451000000002,225.38468999999998
2017-02-07,0,1690,USD,2,1,SV Hand Games for Office worker L28 Yellow,Southridge Video,Yellow,5.63,16.99,701,Boxed Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-07,USD,1.0,33.98,11.26,22.72
2017-02-07,5,88,AUD,1,1,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,149.99,106,Bluetooth Headphones,1,Audio,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-07,AUD,1.3128,196.906872,65.233032,131.67383999999998
2017-02-07,5,1879,AUD,3,1,Contoso Washer & Dryer 24in M240 Blue,Contoso,Blue,836.03,1818.0,801,Washers & Dryers,8,Home Appliances,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2017-02-07,AUD,1.3128,7160.0112,3292.6205520000003,3867.3906479999996
2017-02-07,17,58,EUR,1,1,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156.0,104,Recording Pen,1,Audio,False,False,False,France,Martinique,350.0,2007-07-08,False,False,2017-02-07,EUR,0.9368,146.14079999999998,74.503704,71.63709599999999
2017-02-07,29,1287,EUR,5,1,Contoso Genuine Leather Grip Belt E322 White,Contoso,White,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,False,False,False,Italy,Enna,1000.0,2008-01-01,False,False,2017-02-07,EUR,0.9368,365.30516,186.23583999999997,179.06932000000003
2017-02-07,29,1481,EUR,2,1,The Phone Company Microsoft Windows Mobile M200 Grey,The Phone Company,Grey,105.31,229.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Italy,Enna,1000.0,2008-01-01,False,False,2017-02-07,EUR,0.9368,429.0544,197.308816,231.74558399999998
2017-02-07,29,2084,EUR,2,1,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Black,48.43,94.99,803,Microwaves,8,Home Appliances,False,False,False,Italy,Enna,1000.0,2008-01-01,False,False,2017-02-07,EUR,0.9368,177.97326399999997,90.73844799999999,87.23481599999998
2017-02-07,44,468,USD,3,1,Proseware LCD19W M100 Black,Proseware,Black,82.32,179.0,304,Monitors,3,Computers,False,False,False,United States,Arkansas,2000.0,2010-06-03,False,False,2017-02-07,USD,1.0,537.0,246.95999999999998,290.04
2017-02-07,44,2409,USD,4,1,Proseware Air conditioner 6000BTU E180 Grey,Proseware,Grey,101.96,199.99,807,Air Conditioners,8,Home Appliances,False,False,False,United States,Arkansas,2000.0,2010-06-03,False,False,2017-02-07,USD,1.0,799.96,407.84,392.12000000000006
2017-02-07,53,388,USD,2,1,Adventure Works Laptop12 M1201 Blue,Adventure Works,Blue,195.24,382.95,301,Laptops,3,Computers,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-07,USD,1.0,765.9,390.48,375.41999999999996
2017-02-07,53,499,USD,3,1,Adventure Works LCD15 E100 Black,Adventure Works,Black,50.47,99.0,304,Monitors,3,Computers,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-07,USD,1.0,297.0,151.41,145.59
2017-02-07,57,112,USD,5,1,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Blue,82.83,249.99,106,Bluetooth Headphones,1,Audio,False,False,False,United States,New Mexico,1645.0,2010-06-03,False,False,2017-02-07,USD,1.0,1249.95,414.15,835.8000000000001
2017-02-08,0,26,CAD,1,1,Contoso 16GB Mp5 Player M1600 Green,Contoso,Green,91.93,199.9,101,MP4&MP3,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-08,CAD,1.3146,262.78854,120.851178,141.937362
2017-02-08,0,37,USD,2,1,Contoso 8GB Clock & Radio MP3 Player X850 Silver,Contoso,Silver,99.14,299.23,101,MP4&MP3,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-08,USD,1.0,598.46,198.28,400.18000000000006
2017-02-08,0,547,AUD,6,1,Proseware Screen 106in M1609 Black,Proseware,Black,115.43,251.0,305,Projectors & Screens,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-08,AUD,1.309,1971.3539999999998,906.58722,1064.76678
2017-02-08,0,1586,USD,2,1,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-08,USD,1.0,25.32,11.64,13.68
2017-02-08,0,1986,CAD,1,1,Fabrikam Microwave 1.0CuFt E1100 White,Fabrikam,White,71.37,139.99,803,Microwaves,8,Home Appliances,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-08,CAD,1.3146,184.030854,93.823002,90.207852
2017-02-08,4,1078,AUD,4,1,Contoso SLR Camera M142 Black,Contoso,Black,144.4,314.0,402,Digital SLR Cameras,4,Cameras and camcorders,False,False,False,Australia,Tasmania,2000.0,2010-01-01,False,False,2017-02-08,AUD,1.309,1644.1039999999998,756.0784,888.0255999999998
2017-02-08,4,1639,AUD,2,1,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Australia,Tasmania,2000.0,2010-01-01,False,False,2017-02-08,AUD,1.309,26.15382,13.325619999999999,12.8282
2017-02-08,4,2004,AUD,2,1,Fabrikam Microwave 1.0CuFt E1100 Red,Fabrikam,Red,71.37,139.99,803,Microwaves,8,Home Appliances,False,False,False,Australia,Tasmania,2000.0,2010-01-01,False,False,2017-02-08,AUD,1.309,366.49382,186.84666,179.64716
2017-02-08,18,1582,EUR,3,1,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,France,Mayotte,310.0,2012-08-08,False,False,2017-02-08,EUR,0.9376,50.602272,23.261855999999998,27.340416
2017-02-08,28,1729,EUR,4,1,MGS Rise of Nations: Thrones and Patriots M320,Tailspin Toys,Blue,35.72,77.68,702,Download Games,7,Games and Toys,False,False,False,Italy,Caltanissetta,1200.0,2012-12-15,False,False,2017-02-08,EUR,0.9376,291.331072,133.96428799999998,157.36678400000002
2017-02-08,28,1981,EUR,4,1,Litware Refrigerator 19CuFt M760 Red,Litware,Red,413.42,899.0,802,Refrigerators,8,Home Appliances,False,False,False,Italy,Caltanissetta,1200.0,2012-12-15,False,False,2017-02-08,EUR,0.9376,3371.6096,1550.490368,1821.1192319999998
2017-02-08,37,439,GBP,2,1,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Brown,257.06,559.0,303,Desktops,3,Computers,False,False,False,United Kingdom,Ayrshire,2100.0,2005-03-04,False,False,2017-02-08,GBP,0.8,894.4000000000001,411.29600000000005,483.10400000000004
2017-02-08,37,2073,GBP,1,1,Contoso Microwave 1.5CuFt X0110 Red,Contoso,Red,220.64,665.94,803,Microwaves,8,Home Appliances,False,False,False,United Kingdom,Ayrshire,2100.0,2005-03-04,False,False,2017-02-08,GBP,0.8,532.7520000000001,176.512,356.24000000000007
2017-02-08,50,93,USD,6,1,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,106,Bluetooth Headphones,1,Audio,False,False,False,United States,Kansas,2000.0,2008-03-06,False,False,2017-02-08,USD,1.0,404.40000000000003,206.16,198.24000000000004
2017-02-08,53,1610,USD,6,1,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-08,USD,1.0,1739.94,576.48,1163.46
2017-02-08,53,2420,USD,5,1,Litware 20'' Box Fan E401 Black,Litware,Black,13.25,25.99,808,Fans,8,Home Appliances,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2017-02-08,USD,1.0,129.95,66.25,63.69999999999999
2017-02-08,63,1638,USD,1,1,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Utah,2000.0,2008-03-06,False,False,2017-02-08,USD,1.0,13.89,6.39,7.500000000000001
2017-02-09,0,120,CAD,3,1,"Adventure Works 13"" Color TV E25 Black",Adventure Works,Black,61.17,119.99,201,Televisions,2,TV and Video,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-09,CAD,1.3109,471.88467299999996,240.563259,231.32141399999998
2017-02-09,0,418,USD,2,1,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-09,USD,1.0,539.9,275.26,264.64
2017-02-09,0,450,EUR,1,1,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2017-02-09,EUR,0.9353,859.5407,284.780144,574.760556
